material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent,norm_co2,norm_cost,norm_strength,norm_recyclability,norm_biodegradability,co2_impact_index,cost_efficiency_index,material_suitability_score
777,Recycled PET,Plastic,Food,6.458502790465283,2.29,0.22,2.593955708993682,58.54,88.13,84.31,0.17512682095904533,0.32565803195261334,0.40829139758190663,0.31982059686044506,0.22,0.8248731790409547,0.5679217398611947,0.5272356478078648
778,LDPE,Plastic,Automotive,7.444505136786132,24.49,0.19,4.46,65.67,53.67,75.01,0.3390270802935437,0.18191298544195553,0.5730576169543279,0.4428152492668622,0.19,0.6609729197064562,0.7200752555165578,0.5526795013398815
779,Glass,Glass,Automotive,8.44007307309215,10.27,0.04,1.7320720547256347,89.22,186.64,48.55,0.09942499805401771,0.7365786509823551,0.7394222971253505,0.8490598585475245,0.04,0.9005750019459823,0.4538217282607271,0.6333821340710164
780,Glass,Glass,E-commerce,8.282295265770594,18.8,0.07,1.426423093796912,77.57,83.52,,0.07257893432284981,0.306428064906353,0.71305678906115,0.6480938416422286,0.07,0.9274210656771502,0.7013658766806482,0.6649922361078677
781,Recycled PET,Plastic,E-commerce,7.3878968889342,8.47,0.12,2.236932234253022,95.14,46.78,47.0,0.143768379800641,0.15317231885871604,0.5635980786290258,0.9511816456787994,0.12,0.856231620199359,0.7335358401363807,0.7048495830925654
782,Recycled PET,Plastic,Electronics,7.085448886695192,22.93,0.26,3.0438486772532034,54.1,77.03,20.14,0.21464226789987742,0.2793559421015309,0.5130574140235007,0.24322925651198898,0.26,0.7853577321001226,0.6376094003484818,0.5339612624219051
783,Steel,Metal,Automotive,8.503598117813905,15.73,0.02,2.355282945306778,77.76,223.68,42.59,0.15416347724158766,0.8910858048638052,0.7500376688770741,0.6513713989994826,0.02,0.8458365227584124,0.3653635846325466,0.5533698996732643
784,Aluminum,Metal,Automotive,8.691391987007838,23.96,0.03,9.267046708270106,50.17,101.52,18.39,0.7612443909521414,0.3815125349351354,0.7814190200106289,0.17543557012247718,0.03,0.23875560904785864,0.6836600870431704,0.3602707205007085
785,Aluminum,Metal,Food,8.36319543360285,5.03,0.1,11.428717027995011,58.05,131.36,81.36,0.9511103698606777,0.5059859008050724,0.7265756359990433,0.3113679489391064,0.1,0.04888963013932235,0.5870387139165738,0.31135772090866576
786,LDPE,Plastic,Electronics,7.816901122667256,20.74,0.18,4.5,76.66,55.32,10.41,0.342540400103249,0.18879572852792725,0.6352869604564497,0.6323960669311712,0.18,0.657459599896751,0.7408373470658235,0.5994551261673603
787,Compostable Film,Bioplastic,Pharmaceuticals,6.1667835895322405,5.47,0.76,2.35,70.49,118.99,57.33,0.15369946033159035,0.4543861844575147,0.3595435725534656,0.5259617043298257,0.76,0.8463005396684097,0.4711857183468774,0.6268332896085539
788,Bioplastic PHA,Bioplastic,Food,5.80170283352728,6.4,0.72,2.35921488214865,54.31,90.56,61.57,0.1545088310315141,0.335794435406499,0.2985366427454216,0.2468518199068484,0.72,0.8454911689684859,0.5179379958542693,0.570355877910025
789,Molded Pulp,Fiber,Automotive,5.386017410932398,15.6,0.74,0.7938331411644662,63.99,77.51,67.41,0.017016664022747447,0.2813581946356318,0.22907340486900923,0.41383474210798693,0.74,0.9829833359772525,0.5228144451662246,0.6422729009932302
790,Compostable Film,Bioplastic,Pharmaceuticals,6.89456667922363,10.97,0.6,1.88,89.7,115.26,84.42,0.11241795256755334,0.4388270137237726,0.4811599851908951,0.8573400034500605,0.6,0.8875820474324466,0.5291677858420945,0.7081505598993593
791,Rigid PVC,Plastic,Food,6.306702806232161,1.54,0.37,3.32,58.25,56.09,89.66,0.23889746571694329,0.19200767530138074,0.3829248154472777,0.314818009315163,0.37,0.7611025342830567,0.6379653209980827,0.5445781739421981
792,Compostable Film,Bioplastic,Retail,6.172459664033594,,0.64,1.4,64.64,82.41,87.39,0.07025811485109001,0.3017978559212447,0.3604920746944128,0.4250474383301708,0.64,0.92974188514891,0.5631181163250183,0.6367607897614029
793,Paperboard,Fiber,Retail,5.517666036653398,19.79,0.68,1.2884650309006551,55.21,49.25,,0.060461664440800165,0.1634755766904434,0.2510725881636153,0.262377091599103,0.68,0.9395383355591999,0.60234368925118,0.6120301001167371
794,Paperboard,Fiber,Electronics,5.834362706303944,19.77,0.83,0.6984980696341309,91.13,,74.72,0.008643099138567525,,0.3039942806330744,0.8820079351388649,0.83,0.9913569008614325,,
795,HDPE,Plastic,Pharmaceuticals,6.036220367641681,4.07,0.14,3.82,55.59,11.89,70.06,0.28281396333825926,0.0076335877862595426,0.3377257659932063,0.26893220631361053,0.14,0.7171860366617407,0.7305101537255267,0.5063423672919467
796,Molded Pulp,Fiber,Automotive,6.616371726832455,20.78,0.98,0.741410967881743,43.69,59.65,80.7,0.01241226752619759,0.20685771492929544,0.4346721337927513,0.06365361393824388,0.98,0.9875877324738024,0.6497542245595233,0.6619128120489455
797,Aluminum,Metal,Food,9.864236564967223,3.88,0.09,8.736899356952105,75.69,160.86,8.7,0.7146799611659335,0.6290410044633546,0.9774075668359811,0.6156632741072968,0.09,0.28532003883406654,0.6135384240563796,0.47335402916937236
798,Paperboard,Fiber,Electronics,5.695399550767627,22.15,0.97,1.2257927970055094,87.07,14.98,53.43,0.05495697441924271,0.02052308847453385,0.28077280062826915,0.8119717095049163,0.97,0.9450430255807573,0.6999952671665873,0.7944833464296841
799,HDPE,Plastic,Automotive,7.393301647753784,25.33,0.3,4.56,77.56,97.2,69.26,0.3478103798178069,0.3634922621282276,0.5645012424811662,0.6479213386234259,0.3,0.6521896201821931,0.6077051397155299,0.5786175629563423
800,Paperboard,Fiber,Pharmaceuticals,6.767498143531887,4.11,0.72,1.058004786627473,74.36,53.42,,0.04021965090193798,0.18087014558044467,0.45992615922157504,0.5927203726065207,0.72,0.959780349098062,0.6754483763403631,0.729332889257971
801,Molded Pulp,Fiber,Retail,6.121715902940196,,0.97,0.706472998255591,64.61,74.32,59.34,0.00934356100623656,0.26805155800275304,0.35201252319710236,0.42452992927376226,0.97,0.9906564389937634,0.5799740744771891,0.707797688491889
802,Compostable Film,Bioplastic,Retail,5.305078085828523,5.92,0.98,1.26,61.57,42.84,24.96,0.05796149551712155,0.1367371626413048,0.21554801454343567,0.3720890115577023,0.98,0.9420385044828784,0.6041769082325914,0.6766283821688953
803,Corrugated Cardboard,Fiber,E-commerce,5.728865080500439,3.44,0.68,0.9082263928578442,44.92,82.69,74.43,0.027064165954521113,0.3029658365661369,0.28636506806449336,0.08487148525099192,0.68,0.9729358340454789,0.5327665252861151,0.5726831853918202
804,Recycled PET,Plastic,E-commerce,7.213430092765712,14.3,0.12,2.922947037604703,89.04,81.92,50.76,0.20402311475980428,0.29975388979268347,0.5344437520516462,0.8459548042090738,0.12,0.7959768852401957,0.6339251669450484,0.6379096933553002
805,Kraft Paper,Fiber,E-commerce,5.272392013907158,5.77,0.72,0.6584248594925682,76.38,52.45,91.38,0.005123349062846667,0.1768239269177825,0.21008599863980834,0.627565982404692,0.72,0.9948766509371534,0.5779400433052538,0.6974698024523787
806,Aluminum,Metal,E-commerce,9.472888471249446,15.14,0.07,11.529665473629354,60.85,228.76,25.93,0.95997697420583,0.912276310849706,0.9120112256395476,0.3596687942038986,0.07,0.04002302579417005,0.4174387037459955,0.29000146507948443
807,HDPE,Plastic,Automotive,7.86873402953803,11.51,0.18,4.17,91.52,51.39,59.63,0.31355551167318046,0.17240228590497644,0.6439485139872779,0.8887355528721752,0.18,0.6864444883268195,0.7541380340519253,0.6636098169841901
808,Compostable Film,Bioplastic,Automotive,6.851137025813553,29.35,0.56,1.99,44.99,101.51,50.25,0.12207958204424285,0.38147082134067495,0.4739026598632893,0.08607900638261173,0.56,0.8779204179557571,0.5606785711409107,0.552151835434806
809,Paperboard,Fiber,Food,5.352518114212396,4.01,0.71,1.1625224748090748,40.49,,69.17,0.049399752510763485,,0.22347549479020942,0.008452647921338659,0.71,0.9506002474892365,,
810,HDPE,Plastic,Electronics,6.22647609168151,23.87,0.39,3.1,58.76,26.54,56.92,0.2195742067635643,0.0687440036707963,0.36951850612306064,0.3236156632741073,0.39,0.7804257932364357,0.7065610002467465,0.5709429712997449
811,Bioplastic PHA,Bioplastic,Pharmaceuticals,6.969682397924669,14.55,0.74,1.7578101603649574,64.37,101.83,5.53,0.10168565296419069,0.38280565636340885,0.4937122200126417,0.42038985682249447,0.74,0.8983143470358093,0.5678014941870114,0.6558938710232587
812,Kraft Paper,Fiber,Pharmaceuticals,6.516694259337802,,0.9,1.276988630681419,61.82,93.3,50.27,0.05945365783494146,0.34722396028865804,0.41801550053321235,0.376401587027773,0.9,0.9405463421650585,0.5588718240400902,0.6739637261184159
813,Molded Pulp,Fiber,Electronics,4.373988043609801,26.84,0.7,0.8924326854925698,59.7,74.71,30.83,0.025676957330643443,0.26967838818671,0.0599579323046598,0.3398309470415733,0.7,0.9743230426693565,0.4621761400098379,0.586802930442047
814,Rigid PVC,Plastic,Cosmetics,7.841683765234745,5.19,0.31,4.04,68.01,45.13,86.82,0.3021372222916383,0.14628957577274435,0.6394282714149274,0.48318095566672425,0.31,0.6978627777083617,0.7679975631023244,0.6084372423629272
815,LDPE,Plastic,Pharmaceuticals,7.739792724124257,18.23,0.23,3.88,94.78,29.1,51.81,0.2880839430528172,0.07942268385266758,0.6224017382688977,0.9449715370018976,0.23,0.7119160569471827,0.8013070849959585,0.6996360695604137
816,Paperboard,Fiber,Food,5.5565141713782165,8.37,0.94,1.2888772233255483,51.33,17.81,59.49,0.06049786853609486,0.03232803570683685,0.257564317429943,0.19544592030360528,0.94,0.9395021314639052,0.683628905547875,0.6586034816298556
817,Bioplastic PHA,Bioplastic,Automotive,6.182550871489859,20.61,0.8,2.0018799982054407,64.52,62.1,32.51,0.1231230378701038,0.21707754557210196,0.36217836895900113,0.42297740210453677,0.8,0.8768769621298962,0.6146248202403393,0.6575326110158611
818,Glass,Glass,E-commerce,7.798005407740261,16.03,0.08,1.5077370186031531,56.58,88.53,36.11,0.07972097989351612,0.32732657573103074,0.6321293863163099,0.28601000517509056,0.08,0.9202790201064839,0.6564558090879056,0.5726125979705706
819,Paperboard,Fiber,Retail,4.164284916466094,16.72,0.73,0.7161684267070495,94.98,16.24,46.08,0.010195139527288797,0.02577900137654861,0.024915428015527704,0.9484215973779542,0.73,0.9898048604727112,0.5944987703802819,0.7472420130140274
820,Tinplate,Metal,Retail,8.670394483291801,9.33,0.07,4.45,74.91,204.62,13.14,0.3381487503411174,0.8115796938222167,0.7779102258211839,0.6022080386406762,0.07,0.6618512496588826,0.42421627403514356,0.5133420737167043
821,HDPE,Plastic,Retail,7.605706897196023,15.04,0.16,4.73,64.99,27.82,44.42,0.36274198900905436,0.07408334376173194,0.599995285731714,0.4310850439882697,0.16,0.6372580109909456,0.7955481080356464,0.5602809676770205
822,Recycled PET,Plastic,Food,6.009264046009205,4.76,0.18,3.3228916374569657,47.83,36.66,56.51,0.2391514468959444,0.11095816126475616,0.3332212217391861,0.13506986372261512,0.18,0.7608485531040556,0.6667135919368208,0.4822690588338635
823,Corrugated Cardboard,Fiber,Cosmetics,5.000497515073432,,0.94,0.8992427815444306,59.26,77.0,18.68,0.0262751084647684,0.2792308013181496,0.16465098643303777,0.3322408142142487,0.94,0.9737248915352316,0.4983219137823254,0.6406112073923044
824,Kraft Paper,Fiber,Automotive,5.19450608077283,26.15,0.55,0.7135633840477356,47.64,,62.04,0.009966330827786422,,0.19707084629993699,0.1317923063653614,0.55,0.9900336691722136,,
825,Steel,Metal,Automotive,9.074791205875846,20.55,0.07,1.8088252639830316,90.14,146.41,67.47,0.10616646231757937,0.5687648604680265,0.8454870620786189,0.8649301362773849,0.07,0.8938335376824207,0.5969359085506316,0.685418771905723
826,Compostable Film,Bioplastic,Automotive,6.839711232825521,17.03,0.73,1.15,85.83,63.96,65.93,0.04829986604043203,0.2248362741417428,0.4719933492810229,0.7905813351733655,0.73,0.951700133959568,0.6538955752273635,0.7637995359574866
827,Kraft Paper,Fiber,Food,5.039037983097884,6.96,0.61,0.9918289785468678,57.09,61.41,72.09,0.03440723146561685,0.21419930755433195,0.1710913029626359,0.2948076591340349,0.61,0.9655927685343831,0.5399169366524552,0.5922277268464993
828,Bioplastic PLA,Bioplastic,Cosmetics,5.693906403792456,10.27,0.89,1.7910994331840144,71.61,,86.29,0.1046095495053376,,0.28052328785278297,0.5452820424357426,0.89,0.8953904504946624,,
829,Bioplastic PLA,Bioplastic,Electronics,6.4750024962194965,22.72,0.89,2.0790304335537377,64.08,49.83,44.4,0.12989939169101775,0.16589496516914862,0.411048585886806,0.4153872692772123,0.89,0.8701006083089823,0.6648824552532332,0.684933108750126
830,Aluminum,Metal,E-commerce,8.904435881779614,17.96,0.09,11.561032212071208,42.04,186.26,,0.9627320087941701,0.7349935343928586,0.8170197842815274,0.03519061583577711,0.09,0.03726799120582991,0.4858117930768958,0.23487344722628112
831,Steel,Metal,E-commerce,8.449209645879964,17.44,0.05,1.8555846092501207,40.64,162.5,18.95,0.1102734756679722,0.6358820339548659,0.7409490668758347,0.01104019320338107,0.05,0.8897265243320278,0.5148504063774144,0.47943350422222164
832,Bioplastic PHA,Bioplastic,Pharmaceuticals,5.904879032265387,5.2,0.93,2.0972447355105435,48.29,124.07,76.1,0.13149920838813775,0.4755766904434155,0.31577793254430375,0.14300500258754528,0.93,0.8685007916118622,0.4409651587516722,0.5704703209434161
833,Molded Pulp,Fiber,Electronics,4.4225710611394,23.43,0.93,0.7311883608683075,83.36,99.98,70.24,0.011514385333019217,0.37508864138822845,0.0680764120972538,0.7479730895290667,0.93,0.9884856146669808,0.4021773800059645,0.6929922885171241
834,Compostable Film,Bioplastic,Automotive,5.352773973012447,21.75,0.5,2.93,50.18,59.53,87.37,0.20464259757231687,0.20635715179577024,0.22351825015213614,0.17560807314127996,0.5,0.7953574024276832,0.5655930089833923,0.5124789126176226
835,Recycled PET,Plastic,Pharmaceuticals,6.996735545478959,12.77,0.28,3.287265579735746,96.41,58.96,55.38,0.23602230353760278,0.20397947691152546,0.49823294439152077,0.9730895290667586,0.28,0.7639776964623972,0.676905491609693,0.6848608820936463
836,Bioplastic PLA,Bioplastic,Pharmaceuticals,5.837850899009096,6.76,0.57,2.228595270792484,86.79,45.49,59.31,0.14303611932867358,0.14779126517332,0.304577176126797,0.8071416249784372,0.57,0.8569638806713265,0.6331561113467268,0.6927642346464468
837,Molded Pulp,Fiber,Automotive,6.7445377032043,19.07,0.99,0.9785556284898812,60.59,53.37,50.28,0.03324139337320776,0.18066157760814247,0.4560893479178102,0.3551837157150251,0.99,0.9667586066267922,0.6740387926022385,0.7236829580733832
838,Bioplastic PLA,Bioplastic,Pharmaceuticals,5.724787798233266,17.75,0.96,2.0653641979349677,89.33,100.56,79.33,0.12869904528292964,0.37750802986693366,0.28568373258189234,0.8509573917543557,0.96,0.8713009547170704,0.4877686751125967,0.7260923068023307
839,Glass,Glass,Pharmaceuticals,8.161176700556087,7.7,0.05,1.2514800905469987,95.77,117.54,13.82,0.057213166350668435,0.4483377132607517,0.6928172347024096,0.9620493358633776,0.05,0.9427868336493316,0.6081242659245127,0.7040587072188441
840,Corrugated Cardboard,Fiber,Food,5.896792863758591,1.99,0.53,0.9298175292529702,65.13,81.97,71.55,0.028960580134797232,0.2999624577649856,0.31442669091790754,0.4335000862515093,0.53,0.9710394198652028,0.5457932017081717,0.6254028127286964
841,Compostable Film,Bioplastic,E-commerce,5.026188913176667,5.23,0.46,,78.66,128.83,50.78,,0.4954323614065825,0.16894415525931594,0.6668966706917371,0.46,,0.37031824525977686,
842,Corrugated Cardboard,Fiber,Pharmaceuticals,5.990612116050132,18.84,0.76,1.1751458283973302,86.41,93.89,74.32,0.05050849946642678,0.34968506236182373,0.33010438535961456,0.8005865102639296,0.76,0.9494915005335732,0.5222307167267516,0.7225328699305072
843,Glass,Glass,Automotive,7.356071933739503,11.2,0.05,1.3674121577385712,95.81,114.79,81.76,0.0673958270567743,0.4368664747841322,0.5582799598956444,0.962739347938589,0.05,0.9326041729432257,0.5611920990877785,0.6759551422321944
844,Tinplate,Metal,E-commerce,9.922140634938913,18.83,0.04,4.78,46.15,200.57,31.0,0.36713363877118593,0.7946856880657406,0.9870836439073096,0.10608935656373984,0.04,0.6328663612288141,0.5180220447234796,0.4452916552529931
845,Bioplastic PLA,Bioplastic,E-commerce,5.2973254555062255,14.95,0.85,1.5366973979881626,59.2,132.12,,0.08226465675826447,0.5091561339840655,0.21425250891592545,0.3312057961014318,0.85,0.9177353432417356,0.38020732317593087,0.5855388438783823
846,Rigid PVC,Plastic,E-commerce,6.829248247454047,17.39,0.23,3.47,80.01,64.22,14.65,0.2520724150033381,0.2259208275977141,0.4702449289558184,0.6901845782301191,0.23,0.7479275849966619,0.6525454750236989,0.6070760527965289
847,Rigid PVC,Plastic,Cosmetics,6.170699336157288,19.86,0.29,3.43,53.12,88.55,78.31,0.24855909519363284,0.3274100029199516,0.3601979145738845,0.22632396066931168,0.29,0.7514409048063672,0.5476331640775828,0.48712514605255663
848,Compostable Film,Bioplastic,Electronics,6.993748503691895,22.88,0.59,1.61,48.83,69.04,,0.08870304385204274,0.24602678012764362,0.49773379387306776,0.15232016560289802,0.59,0.9112969561479572,0.6514774494726409,0.6049958617204337
849,Tinplate,Metal,E-commerce,9.004390020662486,,0.03,4.96,50.48,172.84,68.38,0.38294357791485967,0.6790138906269554,0.8337226507968143,0.1807831637053648,0.03,0.6170564220851403,0.5260807259425525,0.4406660059319346
850,Bioplastic PHA,Bioplastic,Electronics,6.190770034640088,6.88,0.72,1.7413186708754498,40.28,143.03,14.57,0.10023715604631485,0.5546656655403996,0.3635518346953876,0.004830084526479233,0.72,0.8997628439536851,0.41262133455391525,0.518405387199419
851,Corrugated Cardboard,Fiber,Cosmetics,4.201229432165283,10.29,0.94,1.179774476706053,62.25,54.26,85.66,0.05091504751130664,0.18437408751512116,0.03108905245061553,0.38381921683629466,0.94,0.9490849524886934,0.5018111684711735,0.6310510264767218
852,Compostable Film,Bioplastic,Food,6.499920940798356,5.76,0.69,2.36,89.81,109.18,73.66,0.15457779028401666,0.41346514829182834,0.4152125900813395,0.8592375366568915,0.69,0.8454222097159834,0.5180059470574387,0.6999969160186671
853,LDPE,Plastic,Retail,6.419811186191172,6.93,0.34,3.44,92.39,16.27,10.24,0.24943742514605913,0.025904142159929918,0.4018258253837401,0.9037433155080214,0.34,0.7505625748539408,0.7451878448575381,0.6833969793105452
854,Bioplastic PLA,Bioplastic,Cosmetics,6.796108578881428,8.83,0.85,1.502812071056309,70.81,50.88,78.1,0.07928840699906395,0.1702748925874943,0.4647071146470189,0.5314818009315163,0.85,0.9207115930009361,0.683717910306311,0.7274100271278637
855,HDPE,Plastic,E-commerce,6.410279280964014,17.8,0.26,4.14,62.17,35.36,69.98,0.31092052181590146,0.10553539398489967,0.4002329934867823,0.38243919268587206,0.26,0.6890794781840985,0.6967719610037731,0.5364279715920255
856,Compostable Film,Bioplastic,Automotive,5.381375441327333,20.23,0.5,1.11,65.85,45.43,56.24,0.044786546230726774,0.14754098360655737,0.2282977071385503,0.445920303605313,0.5,0.9552134537692732,0.6027944926914857,0.624276490738571
857,Paperboard,Fiber,Food,4.109649003544285,3.75,0.76,0.7216331151950206,40.27,16.52,31.13,0.010675119485255227,0.026946982021440784,0.015785477313404298,0.004657581507676438,0.76,0.9893248805147448,0.5901460017124972,0.5608440286154234
858,Steel,Metal,Automotive,8.944133890219998,24.22,0.1,2.2984098142315466,54.09,,13.38,0.1491681397904233,,0.823653531951341,0.2430567534931862,0.1,0.8508318602095767,,
